word,word_feature_264,word_feature_35,word_feature_292,word_feature_20,word_feature_12,word_feature_284,word_feature_165,word_feature_266,word_feature_139,word_feature_157,word_feature_281,word_feature_56,word_feature_294,word_feature_193,word_feature_162,word_feature_119,word_feature_118,word_feature_299,word_feature_236,word_feature_231,word_feature_221,word_feature_289,word_feature_223,word_feature_222,word_feature_163,word_feature_140,word_feature_11,word_feature_108,word_feature_42,word_feature_248,word_feature_16,word_feature_125,word_feature_152,word_feature_44,word_feature_107,word_feature_258,word_feature_275,word_feature_52,word_feature_124,word_feature_72,word_feature_195,word_feature_290,word_feature_297,word_feature_121,word_feature_126,word_feature_142,word_feature_155,word_feature_237,word_feature_138,word_feature_96,word_feature_296,word_feature_128,word_feature_235,word_feature_150,word_feature_242,word_feature_175,word_feature_33,word_feature_230,word_feature_254,word_feature_257,word_feature_76,word_feature_220,word_feature_226,word_feature_159,word_feature_212,word_feature_213,word_feature_172,word_feature_26,word_feature_168,word_feature_143,word_feature_67,word_feature_280,word_feature_190,word_feature_130,word_feature_80,word_feature_27,word_feature_86,word_feature_244,word_feature_63,word_feature_94,word_feature_300,word_feature_129,word_feature_277,word_feature_205,word_feature_176,word_feature_239,word_feature_291,word_feature_188,word_feature_65,word_feature_232,word_feature_214,word_feature_7,word_feature_110,word_feature_100,word_feature_144,word_feature_4,word_feature_167,word_feature_206,word_feature_216,word_feature_171
building,0.28598,-0.14499,-0.22782,0.14422,-0.1101,-0.076672,-0.038933,0.13504,0.31786,0.075987,0.48284,-0.005298,-0.3143,0.52326,-0.096379,-0.098729,0.57331,0.23077,-0.86789,0.25566,-0.082217,-0.20346,0.1827,0.024471,0.023948,0.10169,0.2117,0.27775,0.81253,-0.079873,0.14901,-0.27462,-0.11389,0.59239,-0.28218,-0.26172,0.16326,-0.19485,-0.24416,-0.40595,-0.63733,-0.10299,-0.34553,0.27778,-0.06927,-0.30127,0.19688,-0.039924,-0.31585,-0.11904,0.21006,-0.31345,0.40441,0.16018,0.26637,0.030457,0.053846,-0.14399,0.10454,-0.23527,0.36943,0.17445,-0.2494,-0.23924,-0.12746,0.3732,-0.20612,0.17358,0.051323,-0.079342,-0.23902,-0.14619,0.071872,-0.44698,-0.028791,0.089962,0.35742,-0.4858,-0.29839,0.061707,0.62745,-0.28771,0.32446,0.15216,0.26833,-0.086165,0.26972,0.18255,-0.2718,0.026909,-0.20928,0.087591,0.052875,-0.3195,-0.008908,-0.25101,-0.59728,0.48272,0.30658,0.047583
burn,-0.54595,-0.4033,-0.17989,-0.27801,-0.61235,0.33134,0.54635,0.68444,0.53578,-0.05957,0.16959,-0.2307,0.99486,0.73603,-0.054071,-0.2544,-0.10604,-0.7687,-0.49922,-0.34504,-0.067148,-0.34112,0.50533,-0.22296,-0.021328,-0.24078,0.4251,-0.13226,0.38891,-0.25687,-0.11513,0.026261,0.44212,0.39916,-0.26572,0.066947,-0.18412,-0.67493,-0.1419,0.19424,-0.31561,0.43877,0.052972,0.12847,0.30659,0.34144,-0.36163,0.55403,-0.15466,0.35268,-0.082325,-0.49112,-0.0398,0.37403,0.14046,0.007997,0.55836,-0.26715,-0.003727,0.44435,-0.37715,-0.25435,0.27392,0.081227,-0.16344,0.28259,0.097313,-0.034043,0.014734,0.49695,0.47764,0.41383,-1.0397,0.16907,0.27434,0.082443,0.12472,0.068887,-0.50242,0.42325,-0.15678,-0.056886,-0.69479,-0.12457,-0.21831,-0.4238,0.49261,0.62157,0.003137,-0.39877,0.49248,0.59967,0.3268,-0.38576,-0.025637,-0.21141,-0.10276,0.26745,-0.5737,-0.54635
business,-0.35345,0.23122,-0.056957,0.20571,-0.34002,0.072706,0.067162,0.23384,0.68561,-0.28528,0.2108,0.46682,-0.14283,0.45149,0.43519,0.48589,0.46027,0.34217,-0.15965,-0.39994,0.027604,-0.096491,-0.18671,0.46572,0.14882,-0.014057,-0.097589,-0.2435,0.42658,0.31347,-0.31584,-0.012893,0.01782,-0.42887,-0.18933,-0.43453,-0.1447,-0.2553,0.13653,-0.085562,-0.17911,0.18676,0.081637,0.11127,-0.42342,0.09593,0.24516,0.020401,0.40389,-0.06521,-0.10282,-0.22324,0.26663,-0.0566,0.1404,-0.077794,-0.6645,0.36167,0.17326,0.46709,0.27521,-0.3776,-0.1096,-0.28583,-0.32673,0.007101,-0.02119,0.66091,0.41719,-0.23429,-0.49273,-0.30336,0.58835,-0.063429,-0.073315,-0.37199,0.23317,-0.39674,-0.33393,-0.031674,0.39705,-0.22168,0.48239,0.11514,0.17105,-0.056411,-0.68507,0.069054,0.15915,0.027908,-0.13324,-0.10179,0.27928,-0.08767,0.25412,-0.43602,0.41331,-0.36208,0.19645,-0.12291
camera,-0.097803,-0.15571,0.32233,0.38454,-0.23123,-0.23935,0.30373,0.32745,-0.5977,0.24752,-0.25907,0.22159,-0.53175,-0.30491,-0.069734,-0.067949,0.80584,-0.5561,0.59799,-0.11513,0.16399,0.70245,0.033667,0.39898,-0.42419,-0.63496,-0.5547,0.20908,-0.39943,0.27667,-0.015044,0.057172,0.36026,0.29803,0.21501,0.22246,-0.3613,-0.098484,-0.24013,-0.38699,-0.29976,0.072674,0.65544,-0.39397,0.46303,0.35433,-0.96571,-0.028145,-0.15355,0.2047,-0.44484,0.043255,0.28877,0.32269,-0.34624,0.10626,-0.24085,-0.40698,-0.22729,0.25551,-0.30848,0.38781,-0.61806,-0.51117,0.45205,0.070223,-0.10783,-0.74421,-0.35627,-0.38973,-0.85057,0.10492,-0.14827,-0.073571,-0.01651,-0.11444,-0.69556,-0.008636,0.42135,-0.15545,0.23015,0.45371,-0.17439,0.014079,-0.30885,0.05518,0.15875,0.23314,0.49058,0.004209,0.12212,-0.49377,0.16622,0.80577,0.52702,-0.48195,0.60091,0.90125,-0.26453,-0.001363
carefully,-0.37781,-0.50065,0.008699,0.01077,0.10934,0.41397,-0.23469,-0.051225,-0.24614,0.15517,-0.2082,-0.73142,-0.32203,-0.27693,0.39156,-0.21066,0.50629,-0.011696,0.019043,-0.44355,-0.097205,0.28978,0.114,0.15045,-0.55211,0.3318,0.35937,-0.083434,-0.20832,-0.27702,-0.020056,0.42982,-0.27893,-0.30907,-0.072887,-0.33071,-0.035063,-0.20056,-0.66407,0.64413,0.35836,0.17288,0.25617,-0.49778,0.55561,-0.48841,-0.27263,0.42326,0.046846,0.093726,-0.17848,-0.34474,0.27358,-0.21512,-0.051081,-0.35406,0.15367,0.24793,-0.21202,0.1308,0.51751,0.2595,0.12376,-0.3269,-0.24235,-0.29717,0.49596,-0.40289,-0.27246,-0.54204,-0.49817,0.20178,-0.3084,-0.042203,0.46908,0.055887,-0.18591,0.28791,0.15546,0.23417,-0.39023,0.026502,-0.38804,-0.24921,-0.29603,0.010113,-0.13162,0.18477,-0.37478,0.15431,0.26554,-0.23493,0.47578,-0.21422,-0.027144,0.006202,-0.072783,-0.13712,0.30997,-0.57516
challenge,-0.39913,0.31489,0.13894,0.11867,-0.10797,0.069159,-0.21837,-0.40928,-0.38833,0.022542,0.11271,-0.28177,-0.27932,0.23899,-0.14175,-0.045767,-0.48652,-0.23836,-0.008618,0.017195,-0.38421,0.072224,-0.66373,-0.12803,-0.47873,0.59407,-0.17615,0.14393,-0.26651,0.37991,-0.11314,0.62678,-0.020331,-0.040734,0.18488,0.25155,-0.23105,-0.1081,0.006383,-0.29323,0.35665,0.035641,-0.13013,0.054111,0.40203,-0.55821,0.083641,-0.34871,0.11504,-0.051736,0.41726,-0.14926,0.37342,-0.42242,0.054042,0.11627,-0.11137,0.13709,-0.60507,-0.020539,0.2777,-0.079733,0.31276,-0.54602,0.56465,-0.21565,-0.38356,-0.001991,0.83994,-0.035088,0.44933,-0.10658,-0.10085,0.17155,-0.14789,0.18167,-0.095947,0.27895,-0.071509,0.012516,0.63827,-0.69771,-0.043645,-0.15416,-0.039885,0.18451,0.20124,-0.36148,-0.070088,-0.29429,0.10322,0.34962,-0.46808,0.053451,0.4936,-0.11386,-0.56977,0.20457,-0.30143,0.62707
charity,0.11771,0.060876,1.1993,0.2473,0.55348,0.021718,-0.65074,-0.60917,-0.050617,0.027866,-0.034553,0.17947,0.2977,-0.016531,-0.45462,0.58898,-0.16876,0.23462,0.02866,0.0862,0.17852,0.18207,-0.37494,0.50664,-0.7223,-0.394,0.22813,-0.29305,-0.17846,-0.076384,-0.35425,-0.18031,-0.21909,-0.39008,-0.096579,-0.56021,-0.55582,0.27395,-0.22304,-0.59838,0.2275,-0.010715,0.27001,0.61324,-0.37282,0.43313,0.21303,0.15935,-0.52194,0.019949,0.53943,-0.091739,-0.054584,-0.078522,-0.12428,0.30043,-0.15264,0.60336,0.1213,-0.093058,-0.006524,-0.11605,-0.044371,0.085439,0.80147,-0.076668,-0.21336,0.054422,-0.28507,0.79514,0.15785,0.000639,0.045635,-0.44882,0.35222,-0.6777,-0.34103,0.048738,-0.20378,0.55799,0.3379,-0.16702,0.2013,0.19395,0.13373,0.32027,0.24853,-0.13808,-0.10846,-0.01416,-0.076895,0.40474,0.10719,-0.54431,0.32606,-0.19113,0.059027,0.24123,-0.29149,0.2111
charming,0.51381,-0.009424,0.11457,0.52033,0.16958,-0.28047,-0.060727,0.37824,-0.44725,0.35999,0.004839,-0.020756,-0.38206,-0.27914,0.39952,0.43946,-0.33787,-0.44052,-0.28901,-0.49709,0.71316,-0.30001,0.00485,-0.1335,-0.35991,-0.40127,0.27384,0.33818,-0.27826,-0.46195,0.64378,0.132,-0.2036,0.31764,-0.11075,-0.22059,0.42514,-0.14193,0.26247,0.27512,0.050825,0.12328,0.076008,0.16616,-0.33175,-0.19656,0.081466,-0.39651,0.033402,-0.063531,0.037093,0.24812,-0.20879,-0.27799,0.051028,0.42467,-0.11584,-0.21415,0.42748,-0.2707,-0.07944,0.003759,0.46466,-0.37886,-0.49676,-0.79885,-0.022396,0.062512,0.15848,-0.67302,-0.56396,-0.20752,0.35994,-0.06885,-0.23373,0.059113,0.21258,-0.31817,0.45498,0.23905,0.40329,0.19783,-0.15629,-0.44573,0.58222,0.18218,0.24192,0.18391,0.36653,-0.026014,0.08447,-0.37104,0.25004,-0.6478,0.16056,-0.076898,-0.18195,-0.19937,0.48076,-0.41675
clothes,0.025829,-0.079764,-0.21992,0.21939,-0.015621,0.40753,-0.18219,-0.039862,-0.011458,-0.000569,-0.32098,0.13136,0.2742,0.36319,-0.27238,-0.56746,0.19444,-0.056257,0.15111,-0.16681,0.1831,-0.06957,-0.37999,0.36833,-0.14463,-0.13323,0.43249,-0.48074,-0.29166,-0.89854,-0.37012,-0.52213,0.17983,-0.50139,-0.15009,0.3296,0.17927,-0.4063,-0.64463,-0.08258,-0.143,0.004901,-0.14862,-0.013153,0.048393,-0.042789,-0.33103,-0.10766,-0.41812,0.067204,-0.77363,-0.044911,0.047514,-0.54376,-0.56918,0.71918,0.15111,0.10955,0.66127,-0.21258,-0.28869,0.6077,-0.37832,0.28211,0.24903,-0.23111,0.38516,-0.67286,0.29516,-0.41056,-0.39791,-0.14728,0.22533,0.25886,-0.35301,0.50448,-0.069684,0.2707,0.028151,-0.31616,0.29032,-0.365,-0.21565,-0.36592,0.03546,-0.13288,0.44373,0.19584,0.086417,0.2117,-0.402,0.083543,0.060832,-0.50288,-0.10703,-0.066558,0.53476,0.094856,0.020003,-0.22686
cockroach,0.14947,0.028769,0.22454,0.15203,-0.55745,0.090297,-0.40081,0.35791,0.21629,0.40115,0.2236,0.2863,-0.25529,-0.065611,0.42787,0.32381,-0.3859,-0.076652,0.28038,-0.26114,0.067344,0.20952,-0.27033,-0.29398,-0.000782,-0.036023,0.02668,-0.13043,-0.14228,-0.46782,-0.12496,0.26593,-0.35511,-0.12223,0.2043,-0.21264,-0.37046,-0.015617,0.47969,0.69166,-0.074041,0.37217,0.15035,-0.3422,0.087066,0.10179,-0.2589,-0.25027,0.68454,-0.012999,-0.39753,0.19022,-0.097424,0.14682,0.488,-0.37186,0.52017,0.37565,0.24441,0.12865,-0.36606,0.14953,0.57469,-0.16702,0.55416,0.29918,-0.086727,0.21135,0.24341,0.10012,0.069661,0.49516,0.42157,-0.012718,-0.61013,0.56424,0.37487,-0.42295,0.45642,0.34052,0.54035,0.41894,0.31802,-0.065304,0.3879,-0.083551,0.5907,0.64227,-0.086534,0.27466,0.30313,-0.071892,-0.42052,-0.000443,-0.70611,0.36622,-0.73142,-0.038801,0.43607,-0.47359
code,-0.25022,0.19711,0.13933,-0.63267,0.38411,-0.26549,0.12411,0.22024,0.028231,-0.47479,-0.25163,-0.34156,0.26557,0.34154,0.045426,0.10732,-0.10856,-0.27514,-0.59202,0.10756,0.12022,0.18066,-0.27102,-0.44138,0.22567,-0.64269,-0.50293,-0.2172,-0.6974,-0.32155,-0.17616,-0.54029,0.006243,-0.08041,0.31035,0.4385,-0.12502,-0.18166,-0.22557,-0.66752,-0.12905,-0.54892,-0.45975,-0.076829,0.17517,-0.27947,0.10696,0.30627,-0.39128,0.33925,-0.35399,-0.27885,0.45148,0.2178,0.38927,-0.095079,0.30332,-0.29501,0.1205,-0.35658,0.36585,0.2584,0.30896,0.078685,-0.17691,0.7367,-0.48744,-0.36296,-0.408,0.017053,-0.074745,0.18869,-0.24886,-0.72723,0.071105,-0.75098,-0.45565,-0.52166,-0.14978,-0.4217,0.069983,-0.14402,-0.23541,0.6941,0.42159,0.37457,-0.4562,0.12991,-0.31933,0.088061,0.27803,-0.73052,0.01345,0.39508,-0.26905,0.60982,0.39191,-0.15003,-0.082615,-0.31614
collection,0.66471,-0.46563,-0.39416,-0.33757,0.36177,0.19582,-0.23149,-0.089407,0.9084,0.056907,0.29194,0.53206,0.009679,0.018075,-0.015129,-0.19777,-0.018897,0.19463,0.20822,0.4485,0.62952,-0.004199,-0.11731,0.23659,-0.061833,0.45386,0.075602,0.049225,0.2578,0.11186,0.49168,0.5191,-0.81444,0.19875,-0.22007,-0.31688,-0.45361,0.019384,-0.082405,0.05936,-0.12081,0.041481,-0.76479,0.39315,-0.33021,0.23416,0.43834,-0.45978,0.32725,0.26187,-0.22858,-0.49061,0.19563,0.013694,0.20925,0.73304,0.66855,-0.56455,0.043239,-0.32316,-0.003511,-0.14976,0.25808,0.14789,0.18704,0.18927,-0.034557,-0.27695,-0.20266,-0.88682,-0.01178,0.68705,-0.68317,-0.16797,-0.343,-0.000107,0.37019,0.29518,0.81702,-0.022056,0.45168,-0.11138,-1.0139,-0.038649,0.41721,0.07815,0.017039,0.21775,-0.11198,0.27516,0.35577,-0.77383,0.14848,-0.15952,0.20085,-0.45545,0.21399,0.23027,0.3936,0.13785
computer,0.088911,-0.22286,0.36566,0.22404,-0.27475,0.27091,0.092357,0.15451,-0.48588,-0.3728,-0.57794,0.65897,-0.089721,0.20643,-0.000147,0.31597,0.92159,0.1944,-0.53215,-0.067152,0.3383,-0.10064,-0.58503,0.54293,-0.039541,0.091023,-0.86382,0.1031,-0.26517,0.40947,-0.13072,-0.25188,0.087871,-0.14832,0.057886,0.078833,-0.06169,-0.19257,-0.024017,-0.70542,0.18126,0.003517,0.34135,-0.17251,-0.53142,0.011987,0.36145,-0.014591,-0.18779,0.49875,-0.13098,-0.15889,0.25858,0.53855,0.15835,-0.59798,-0.21969,0.18575,0.40995,-0.007267,-0.3682,0.28803,-0.78968,-0.34269,0.30604,-0.12269,-0.33996,0.2235,0.03901,-0.43847,-0.28125,-0.098626,0.098383,-0.58014,-0.27385,0.53172,0.1474,-0.44962,-0.31017,0.18091,-0.10326,-0.069736,-0.013193,0.36635,-0.018021,-0.050011,-0.35006,-0.011378,0.15754,-0.1745,0.48466,0.18004,0.32627,0.19922,-0.19219,-0.19085,0.37734,-0.068889,-0.019557,-0.20223
construction,-0.15872,-0.038933,-0.092361,-0.0147,0.53806,-0.40032,-0.30467,-0.041759,0.29712,0.19295,0.049364,-0.28816,-0.51426,-0.12311,-0.030281,-0.12897,0.66088,0.31302,-0.73264,0.57161,0.17567,-0.015412,0.25276,-0.16494,0.59476,-0.18842,0.12304,-0.20042,0.29891,0.11971,0.49491,-0.16932,0.27194,0.22028,-0.002268,-0.057574,0.3809,0.12617,-0.057636,-0.78774,-0.47361,0.33657,-0.1937,0.34083,0.05102,-0.60156,0.078599,0.076361,0.19919,-0.19454,-0.013695,-0.13523,-0.054835,0.004485,0.38161,-0.106,-0.42282,0.21272,-0.52696,-0.15218,0.004171,0.17189,0.19577,0.30847,-0.44883,-0.18656,0.024773,0.18786,-0.064489,-0.24817,-0.49952,-0.17917,-0.12819,-0.059361,-0.089332,-0.096411,0.33748,-0.31735,0.056941,-0.12243,0.095986,-0.35419,0.15528,-0.11836,0.63272,-0.11854,0.011138,0.030275,0.33903,0.51328,-0.27912,-0.1513,0.030461,0.2571,0.12714,-0.26916,-0.55195,0.7024,0.44684,0.036224
cook,-0.23226,-0.054381,-0.073183,-0.53638,0.086702,-0.34712,0.34037,0.041546,-0.14814,0.34371,-0.34793,-0.44845,-0.21671,0.69296,-0.38326,-0.4651,-0.63711,-0.060083,-0.2564,-0.34887,0.73761,-0.082977,0.044948,-0.27952,-0.28303,-0.23308,-0.47091,-0.51816,0.46486,0.00882,-0.15292,-0.57079,0.39924,-0.051704,-0.24981,-0.86674,0.38697,-0.16386,0.070661,0.42877,-0.02008,0.42113,-0.05092,-0.49474,0.71695,0.15844,0.69259,0.39247,0.28388,-0.21012,0.28698,0.21284,-0.1224,-0.54529,-0.23743,0.20854,-0.09822,0.12366,-0.49101,0.39607,-0.2961,0.18544,0.14361,-0.24014,-0.14261,-0.09893,-0.31665,-0.4176,0.057323,-0.4162,-0.16702,-0.20428,-0.38494,0.049373,0.54942,-0.17218,0.22714,-0.33085,0.41314,-0.13097,-0.059742,-0.14601,-0.41073,0.019584,0.23636,0.013069,-0.59336,0.55946,0.095757,-0.068086,0.26429,0.13296,-0.16451,-0.91962,-0.35061,-0.5853,-0.027977,-0.017517,-0.11349,-0.3275
counting,-0.55806,-0.25286,-0.26646,-0.30084,-0.095313,-0.092588,-0.45306,-0.050966,0.009773,-0.50755,-0.12023,-0.26784,-0.25516,-0.35375,0.017965,-0.194,0.10088,-0.57348,0.16078,0.1798,0.57223,0.48566,0.39927,-0.11704,-0.67415,0.049966,-0.46954,-0.32687,0.68683,-0.10963,-0.063418,0.3364,-0.26736,-0.27211,0.076168,-0.33644,0.03524,0.038925,0.1983,0.2411,0.2414,0.071836,-0.17292,-0.3337,-0.19282,-0.06277,-0.071554,-0.32446,-0.046068,0.37628,0.18257,-0.21178,0.54171,0.19301,-0.34884,-0.22351,-0.26652,-0.26353,-0.46785,0.35446,-0.33584,0.20251,-0.12447,-0.35104,0.12476,0.1337,-0.63013,0.65957,0.084979,0.65472,0.12,-0.18058,0.20228,0.08515,0.22459,0.010923,-0.54754,0.12747,0.12592,0.19077,0.47723,-0.2208,-0.35279,-0.12149,0.14887,-0.064289,-0.46511,0.66403,0.16869,0.036196,-0.11334,-0.32556,0.50162,0.11141,-0.85382,-0.058036,0.1675,0.18726,-0.1342,-0.20775
crazy,-0.29162,-0.21562,-0.082838,0.46506,-0.16244,0.047572,0.16409,-0.070029,0.15904,0.089057,-0.33999,0.17796,-0.27082,-0.33871,-0.36285,-0.006947,-0.093619,-0.22706,0.13435,-0.34968,0.61771,-0.12925,0.067853,-0.50882,-0.44447,-0.39804,0.029141,-0.24033,-0.34534,-0.62097,0.45327,-0.1071,-0.24186,0.24433,0.25076,-0.053724,0.23738,-0.38676,0.31448,-0.010938,-0.29255,-0.004696,0.11654,0.19158,-0.37393,-0.45917,-0.37474,0.057378,-0.00927,0.15773,0.4789,0.23865,-0.19573,-0.40247,0.009895,-0.14851,0.15776,-0.057232,0.092578,-0.034778,-0.18294,-0.004827,0.52715,-0.19592,0.46222,0.14532,-0.09688,-0.21686,0.39543,-0.076516,0.16853,-0.011943,0.51495,0.31679,-0.42298,-0.20068,-0.023,0.17468,-0.21939,-0.16953,0.58955,-0.18733,-0.56352,0.31606,0.12504,-0.32861,0.35916,-0.024249,-0.52698,0.12493,-0.15823,0.26664,-0.2607,0.16515,-0.017183,0.12113,0.18646,0.22292,-0.09548,0.24756
damage,0.14468,-0.17512,-0.22824,-0.066731,-0.13544,0.25195,-0.61518,0.55799,-0.11854,0.10373,0.25762,0.12139,0.80445,0.17896,0.38784,0.40934,0.00349,0.037808,-0.68558,0.23321,-0.34308,-0.49663,-0.43163,0.10674,-0.20475,-0.25102,0.65029,0.31983,-0.24405,-0.31315,0.15578,-0.34217,-0.083263,0.099187,0.37232,-0.25508,-0.17336,-0.19918,-0.46334,-0.19249,-0.14204,0.18532,0.48958,0.060835,0.071058,0.045218,0.23054,0.73674,0.2014,0.17378,-0.095082,0.029723,-0.38863,0.33261,0.33452,-0.031408,-0.27921,-0.50581,0.39709,0.2343,0.10173,0.37099,-0.47103,-0.17162,0.30818,-0.33406,-0.52044,0.10772,-0.17827,0.38995,0.36392,-0.029704,-0.18806,-0.40287,-0.84209,-0.33256,0.1139,0.33272,0.087278,-0.2082,-0.18701,0.21216,-0.49759,-0.62884,0.32487,0.19434,0.41556,0.088765,-0.27996,0.37059,0.40241,-0.32989,0.15767,0.35347,-0.33534,0.77585,0.42121,0.63979,-0.81399,0.096531
dance,-0.097488,0.092921,0.003723,0.97352,-0.89817,-0.17529,0.3897,-0.36849,0.27994,-0.12915,-0.020173,0.32208,0.007952,-0.29775,-0.060869,0.083083,-0.035112,0.10097,-0.10242,-0.49203,-0.40931,-0.24028,-0.10352,0.25307,0.30053,0.08923,0.020745,-0.53579,-0.072891,-0.16069,-0.30997,0.039812,-0.73921,0.39656,-0.40871,0.5394,0.39537,-0.2568,0.38406,0.3544,0.12455,0.17355,-0.1699,0.16259,-0.51877,-0.45113,-0.7728,-0.2149,0.60676,-0.028008,-0.13131,-0.11604,-0.069546,-0.33879,-0.019783,-0.2372,0.12799,0.24594,0.57375,-0.032475,-0.64831,-0.33098,-0.24795,-0.055157,0.43599,0.21086,0.2059,-0.11389,-0.27172,0.29063,0.083202,0.34557,-0.22575,0.22236,-0.1169,-0.4559,-0.02041,-0.28857,0.4804,-0.54324,0.46937,-0.78061,0.039178,0.30659,-0.6873,0.80151,0.37842,0.28505,-0.000234,-0.24549,0.28827,0.48443,-0.04528,-1.245,-0.079869,0.15589,0.15835,0.21793,-0.41012,0.40425
dangerous,-0.089001,0.007622,-0.14475,0.48788,0.092239,-0.032639,-0.085443,0.82354,-0.14463,-0.024108,0.15058,-0.17772,0.67593,0.32599,0.16374,-0.017943,0.21038,0.10242,0.17916,0.3465,0.25004,-0.083098,0.15527,0.042104,0.22993,-0.048102,0.48054,-0.068842,-0.023221,-0.21181,-0.005656,0.2312,-0.14283,-0.2108,-0.21552,-0.19107,0.24732,-0.032116,0.0872,0.79814,-0.51042,0.18094,0.45437,0.24451,0.32334,-0.47931,-0.56063,0.17268,-0.064451,0.21985,-0.075317,0.029117,0.087438,-0.53124,0.004195,-0.31937,-0.025952,-0.27925,0.42445,-0.004922,-0.15691,-0.23522,0.58573,-0.39134,-0.26194,0.10858,0.33006,-0.19504,0.12847,-0.17342,0.33728,0.040619,0.26536,0.069712,-0.45686,0.060178,-0.040405,-0.29555,-0.58504,0.1029,0.07173,-0.098487,-0.38697,-0.42601,0.2347,0.016123,0.34484,0.17687,-0.41365,-0.064826,0.20146,0.05142,-0.20341,-0.32945,0.25502,0.24668,0.076458,0.13731,-0.047935,0.38884
deceive,-0.27447,0.24763,-0.84245,0.036756,-0.2794,0.053157,0.20441,-0.002691,-0.87947,-0.020212,0.30866,-0.005533,0.46995,-0.038502,-0.23182,-0.13319,-0.78887,-0.30772,0.48801,-0.23076,-0.19602,0.67634,0.29837,0.35525,0.001937,-0.70309,0.68075,0.56031,-0.51297,-0.000445,-0.20442,0.38174,0.34769,-0.64846,0.36431,-0.045112,0.29181,0.024001,-0.23113,0.61686,-0.23308,0.17735,0.48708,-0.31002,-0.37399,-0.27423,0.011478,0.41508,0.19834,-0.11579,0.20337,-0.58578,-0.16403,-0.44575,0.2762,0.25397,-0.11108,0.21184,-0.092221,-0.18075,0.29178,0.44868,0.025362,-0.040046,0.30896,-0.093581,0.23702,0.017971,0.05506,-0.27826,0.22846,0.34564,-0.40698,-0.38047,0.45133,0.31147,0.10675,-0.19262,-0.20125,0.5036,0.1775,0.00735,-0.28123,0.22485,-0.33409,-1.0515,-0.72934,0.13186,0.25715,0.51129,-0.25766,0.039692,0.54949,0.13401,-0.22419,-0.60539,-0.11071,-0.42617,0.31486,-0.3109
dedication,0.013923,-0.17777,-0.14561,0.18415,0.49437,-0.028627,-0.25442,-0.38363,0.44706,-0.029689,0.75948,0.13708,-0.55048,-0.38261,-0.15724,0.33019,-0.097196,0.14591,-0.71596,-0.47264,-0.37877,-0.32447,-0.47688,0.38893,-0.65786,-0.14812,-0.58627,-0.023448,0.62281,0.01475,-0.55589,-0.1399,0.034166,-0.80559,-0.33652,-0.68241,0.31084,0.1877,-0.2816,-0.16514,-0.003956,0.34349,0.44329,0.556,0.041986,0.12424,-0.11397,0.48266,0.029505,-0.15425,-0.1732,-0.31449,0.25057,-0.34925,0.10862,0.038599,0.15427,-0.12657,-0.039823,-0.08085,0.020601,-0.4714,0.038072,-0.2923,0.022777,0.048349,0.12745,0.19614,-0.32488,0.23099,-0.21632,0.091234,-0.092345,-0.37608,0.03508,-0.32975,0.92093,-0.37906,0.28291,0.36387,0.49109,-0.18381,-0.52981,-0.079735,-0.080579,0.80529,0.028702,-0.11288,0.14432,-0.3502,0.022673,0.26238,-0.33151,0.1036,0.90542,0.14139,-0.35946,-0.39791,-0.27602,0.23557
deliberately,0.15195,-0.35908,-0.3974,-0.038149,0.16646,0.37156,-0.15877,-0.26076,-0.83977,-0.14085,0.42362,-0.015907,0.36623,-0.072762,0.47129,0.079999,-0.29453,0.25683,-0.19663,-0.53555,-0.028584,-0.19502,0.32847,-0.19373,-0.5619,-0.65634,0.54394,0.082643,-0.30862,0.39593,0.11089,0.027139,-0.19638,0.11087,0.1213,0.58095,-0.17707,-0.70297,-0.37495,0.29714,-0.15933,-0.18409,0.52561,0.040064,-0.0412,-0.16429,-0.16051,0.53841,0.071309,0.047835,0.12441,-0.73074,-0.033585,-0.333,0.40458,0.020006,0.1776,0.40557,0.2497,0.046564,0.24602,0.31815,-0.18046,-0.019823,0.076088,0.23086,0.10281,-0.12724,0.2154,-0.61792,0.18793,-0.2891,-0.12404,-0.31449,0.10106,0.24972,0.00801,0.006071,-0.16976,-0.035978,-0.32933,0.015774,-0.026299,-0.070768,-0.10303,-0.13904,-0.26009,0.32669,-0.44047,0.44103,-0.078269,0.26615,0.61117,0.060433,-0.14438,-0.094562,0.031561,0.084134,0.039634,-0.02742
